onset	duration	task	task_block_on	image	novelty	domain	fame	fame_rating	fame_check	task_relevance	response_time	accuracy
21.0	0.5	Categorization	1	AF_17.bmp	Novel	Face	Anonymous	1.0	1.0	n/a	545.0	1.0
22.5	0.5	Categorization	0	FP_34.bmp	Novel	Place	Famous	7.0	1.0	n/a	536.0	1.0
24.0	0.5	Categorization	0	AF_10.bmp	Novel	Face	Anonymous	3.0	1.0	n/a	405.0	1.0
25.5	0.5	Categorization	0	FF_15.bmp	Novel	Face	Famous	4.0	1.0	n/a	423.0	1.0
30.0	0.5	Categorization	0	AP_5.bmp	Novel	Place	Anonymous	1.0	1.0	n/a	564.0	1.0
31.5	0.5	Categorization	0	FP_4.bmp	Novel	Place	Famous	7.0	1.0	n/a	500.0	1.0
33.0	0.5	Categorization	0	AP_27.bmp	Novel	Place	Anonymous	1.0	1.0	n/a	586.0	1.0
34.5	0.5	Categorization	0	AP_14.bmp	Novel	Place	Anonymous	1.0	1.0	n/a	494.0	1.0
36.999	0.5	Categorization	0	AF_21.bmp	Novel	Face	Anonymous	1.0	1.0	n/a	522.0	1.0
39.0	0.5	Categorization	0	FF_27.bmp	Novel	Face	Famous	7.0	1.0	n/a	526.0	1.0
40.5	0.5	Categorization	0	FF_23.bmp	Novel	Face	Famous	1.0	0.0	n/a	618.0	1.0
42.0	0.5	Categorization	0	FF_19.bmp	Novel	Face	Famous	7.0	1.0	n/a	382.0	1.0
43.5	0.5	Categorization	0	FP_44.bmp	Novel	Place	Famous	1.0	0.0	n/a	555.0	1.0
45.999	0.5	Categorization	0	AP_37.bmp	Novel	Place	Anonymous	1.0	1.0	n/a	514.0	1.0
48.0	0.5	Categorization	0	FP_40.bmp	Novel	Place	Famous	1.0	0.0	n/a	432.0	0.0
49.5	0.5	Categorization	0	FP_3.bmp	Novel	Place	Famous	1.0	0.0	n/a	689.0	1.0
51.0	0.5	Categorization	0	AF_47.bmp	Novel	Face	Anonymous	2.0	1.0	n/a	669.0	1.0
52.5	0.5	Categorization	0	AP_27.bmp	Repeat	Place	Anonymous	1.0	1.0	n/a	587.0	1.0
54.0	0.5	Categorization	0	FF_17.bmp	Novel	Face	Famous	1.0	0.0	n/a	521.0	1.0
56.001000000000005	0.5	Categorization	0	FF_4.bmp	Novel	Face	Famous	1.0	0.0	n/a	557.0	1.0
57.998999999999995	0.5	Categorization	0	FF_42.bmp	Novel	Face	Famous	7.0	1.0	n/a	482.0	1.0
60.0	0.5	Categorization	0	FF_43.bmp	Novel	Face	Famous	7.0	1.0	n/a	461.0	1.0
61.5	0.5	Categorization	0	FP_42.bmp	Novel	Place	Famous	1.0	0.0	n/a	528.0	1.0
63.0	0.5	Categorization	0	FP_22.bmp	Novel	Place	Famous	7.0	1.0	n/a	507.0	1.0
