onset	duration	task	task_block_on	image	novelty	domain	fame	fame_rating	fame_check	task_relevance	response_time	accuracy
21.0	0.5	AnonymousPlaces	1	FP_14.bmp	Novel	Place	Famous	1.0	0.0	Irrelevant	956.0	1.0
23.0	0.5	AnonymousPlaces	0	FP_39.bmp	Novel	Place	Famous	7.0	1.0	Irrelevant	541.0	1.0
25.0	0.5	AnonymousPlaces	0	FP_15.bmp	Novel	Place	Famous	7.0	1.0	Irrelevant	421.0	1.0
27.0	0.5	AnonymousPlaces	0	AP_6.bmp	Novel	Place	Anonymous	1.0	1.0	Relevant	460.0	1.0
28.5	0.5	AnonymousPlaces	0	FP_37.bmp	Novel	Place	Famous	1.0	0.0	Irrelevant	693.0	1.0
30.0	0.5	AnonymousPlaces	0	FP_2.bmp	Novel	Place	Famous	7.0	1.0	Irrelevant	581.0	1.0
31.5	0.5	AnonymousPlaces	0	AP_6.bmp	Repeat	Place	Anonymous	1.0	1.0	Relevant	487.0	0.0
36.0	0.5	AnonymousPlaces	0	AP_19.bmp	Novel	Place	Anonymous	7.0	1.0	Relevant	661.0	1.0
37.5	0.5	AnonymousPlaces	0	FP_6.bmp	Novel	Place	Famous	1.0	0.0	Irrelevant	697.0	1.0
39.0	0.5	AnonymousPlaces	0	FP_44.bmp	Novel	Place	Famous	1.0	0.0	Irrelevant	555.0	1.0
40.5	0.5	AnonymousPlaces	0	AP_19.bmp	Repeat	Place	Anonymous	7.0	1.0	Relevant	432.0	1.0
43.0	0.5	AnonymousPlaces	0	FP_14.bmp	Repeat	Place	Famous	1.0	0.0	Irrelevant	580.0	1.0
45.0	0.5	AnonymousPlaces	0	AP_7.bmp	Novel	Place	Anonymous	7.0	1.0	Relevant	419.0	0.0
46.5	0.5	AnonymousPlaces	0	FP_21.bmp	Novel	Place	Famous	1.0	0.0	Irrelevant	504.0	1.0
48.0	0.5	AnonymousPlaces	0	FP_7.bmp	Novel	Place	Famous	7.0	1.0	Irrelevant	515.0	1.0
49.5	0.5	AnonymousPlaces	0	AP_28.bmp	Novel	Place	Anonymous	7.0	1.0	Relevant	533.0	1.0
52.0	0.5	AnonymousPlaces	0	FP_8.bmp	Novel	Place	Famous	7.0	1.0	Irrelevant	583.0	1.0
54.0	0.5	AnonymousPlaces	0	AP_28.bmp	Repeat	Place	Anonymous	7.0	1.0	Relevant	476.0	0.0
55.5	0.5	AnonymousPlaces	0	FP_12.bmp	Novel	Place	Famous	7.0	1.0	Irrelevant	670.0	1.0
57.0	0.5	AnonymousPlaces	0	FP_23.bmp	Novel	Place	Famous	7.0	1.0	Irrelevant	486.0	1.0
58.5	0.5	AnonymousPlaces	0	AP_35.bmp	Novel	Place	Anonymous	7.0	1.0	Relevant	622.0	1.0
61.0	0.5	AnonymousPlaces	0	FP_20.bmp	Novel	Place	Famous	7.0	1.0	Irrelevant	716.0	1.0
63.0	0.5	AnonymousPlaces	0	AP_14.bmp	Novel	Place	Anonymous	7.0	1.0	Relevant	505.0	1.0
64.5	0.5	AnonymousPlaces	0	FP_33.bmp	Novel	Place	Famous	7.0	1.0	Irrelevant	538.0	1.0
66.0	0.5	AnonymousPlaces	0	FP_36.bmp	Novel	Place	Famous	7.0	1.0	Irrelevant	471.0	1.0
67.5	0.5	AnonymousPlaces	0	AP_14.bmp	Repeat	Place	Anonymous	7.0	1.0	Relevant	507.0	0.0
72.0	0.5	AnonymousPlaces	0	AP_9.bmp	Novel	Place	Anonymous	7.0	1.0	Relevant	576.0	1.0
73.5	0.5	AnonymousPlaces	0	FP_22.bmp	Novel	Place	Famous	7.0	1.0	Irrelevant	453.0	1.0
75.0	0.5	AnonymousPlaces	0	FP_41.bmp	Novel	Place	Famous	7.0	1.0	Irrelevant	464.0	1.0
76.5	0.5	AnonymousPlaces	0	AP_21.bmp	Novel	Place	Anonymous	1.0	1.0	Relevant	535.0	1.0
79.0	0.5	AnonymousPlaces	0	FP_38.bmp	Novel	Place	Famous	7.0	1.0	Irrelevant	628.0	1.0
81.0	0.5	AnonymousPlaces	0	AP_21.bmp	Repeat	Place	Anonymous	1.0	1.0	Relevant	485.0	0.0
82.5	0.5	AnonymousPlaces	0	FP_43.bmp	Novel	Place	Famous	1.0	0.0	Irrelevant	685.0	1.0
84.0	0.5	AnonymousPlaces	0	FP_24.bmp	Novel	Place	Famous	7.0	1.0	Irrelevant	505.0	1.0
85.5	0.5	AnonymousPlaces	0	AP_10.bmp	Novel	Place	Anonymous	7.0	1.0	Relevant	1003.0	1.0
87.0	0.5	AnonymousPlaces	0	FP_17.bmp	Novel	Place	Famous	7.0	1.0	Irrelevant	491.0	1.0
89.0	0.5	AnonymousPlaces	0	FP_40.bmp	Novel	Place	Famous	1.0	0.0	Irrelevant	501.0	1.0
91.0	0.5	AnonymousPlaces	0	FP_1.bmp	Novel	Place	Famous	7.0	1.0	Irrelevant	818.0	1.0
